X,Y,osm_id,amenity,name,brand,addr:housenumber,operator,construction,shop,addr:housename,leisure,layer,sport,historic,building,website,cuisine,brand:wikidata,brand:wikipedia,wheelchair,toilets:wheelchair,level,payment:mastercard,payment:american_express,capacity,addr:city,payment:cash,addr:postcode,description,outdoor_seating,opening_hours,payment:visa,delivery,phone,payment:debit_cards,takeaway,smoking,payment:credit_cards,email,addr:street,llbo,addr:province,addr:country,name:en,contact:facebook,alt_name,wheelchair:description,diet:halal,microbrewery,diet:vegan,diet:gluten_free,addr:unit,internet_access,short_name,Payments,year,cater,name:ko,drinking_water,internet_access:fee,drink,catering,addr:floor,old_name,indoor_seating,name_1,name:ar,drive_through,cuisine_1,cuisine_2,official_name,hst_number,payment:interac,payment:discover_card,facebook,name:ru,diet:vegetarian,air_conditioning,diet,addr:hamlet,eat_in,name:fr,dine_in,wifi,opendata:type,type,name:it,payment:bitcoin,atm,stars:system,stars,diet:pescetarian,diet:meat,bar,reservation,unit,addr:building,source_1,gst_number,capacity:indoors,capacity:outdoors,not:name,addr:place,owner,dog,name:vi,stars:date,payment:coins,payment:coinkite,url,fax,opening_hours:url,entrance,est_date,name:zh,take_out,max_occupancy,addr:subdistrict,toilets,toilets:access,wikipedia,wikidata,vacant,floor,FIXME,brewery,building:levels,wikipedia:en,start_date,store_ref,opening_hours:delivery,valet,parking,store_name,opening_hours:signed,seating,barbecue,self_service,halal,int_name,designation,contact:yellowpages,payment:notes,contact:yelp,nudism
-79.3831253,43.6590536,3364958862,restaurant,Scaddabush,,382,,,,,,,,,,https://www.scaddabush.com/,italian,,,yes,,,,,,Toronto,,M5B 1S8,,,,,,+1-416-597-8838,,yes,,,,Yonge Street,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3825848,43.6585506,400967545,restaurant,Market Garden Food Emporium & Terrace,,33,,,,,,,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,Gerrard Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3824063,43.6589344,5054002321,restaurant,Elephant & Castle,,378,,,,,,,,,,https://www.elephantcastle.com/,,,,yes,,,,,,Toronto,,,,,,,,+1-416-598-4003,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3819365,43.6583341,400965565,restaurant,Swiss Chalet,Swiss Chalet,,,,,,,,,,,,chicken,Q2372909,en:Swiss Chalet,,,,,,,,,,,,"Mo-Sa 11:00-22:00, Su 11:00-21:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3821679,43.6588562,2806796002,restaurant,Sushi Tower Japanese Restaurant,,374A,,,,,,,,,,,japanese,,,,,,,,,Toronto,,,,,,,yes,+1-416-977-3388,,,,,,Yonge Street,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3826082,43.6592191,4952386421,restaurant,Kaiju,,,,,,,,,,,,http://www.kaijutoronto.com,asian:japanese/malaysian,,,,,,,,,,,M5B 1S8,,,"Mo-Fr 11:00-20:00, Sa 12:00-20:00; Su off",,,+1-647-748-6338,,,,,,,,,,Kaiju,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 star rating,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3810122,43.6544334,783499446,restaurant,Trattoria Mercatto,,,,,,,,,,,,,italian,,,limited,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3789778,43.6543834,292779325,restaurant,Fran's Restaurant,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,Entrance through hotel next door. Hotel has accessible washrooms - I think.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.380219,43.655115,5799389153,restaurant,Kanpai Snack Bar,,252,,,,,,,,,,,,,,no,,,,,,Toronto,,M5A 2L3,,,,,,+1-416-968-6888,,,,,,Carlton Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3801574,43.6550597,1024574577,restaurant,Paramount Middle Eastern Cuisine and Bakery,,253,,,,,,,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3803339,43.6553804,1157113413,restaurant,Asian Bowl,,271,,,,,,,,,,,,,,yes,,,,,,Toronto,,,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3789892,43.655325,5054515521,restaurant,The Senator Restaurant,,249,,,,,,,,,,http://thesenator.com/,,,,limited,no,,,,,Toronto,,,,,,,,+1-416-364-7517,,,,,,Victoria Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.381156,43.656501,5263893321,restaurant,Pickle Barrel,,312,,,,,,,,,,,,,,yes,,,,,,Toronto,,,,,,,,,,,,,,Yonge Street,,,,,,,Accessible restaurant but the entrance for wheelchair access is in the atrium on bay in the mall on the bottom floor. The street entrance is just an escalator to the main restaurant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3811984,43.6566041,400946560,restaurant,Pickle Barrel Grand,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3804572,43.656542,412680271,restaurant,Spring Sushi,,,,,,,,,,,,,sushi,,,yes,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3805395,43.6565847,399440803,restaurant,Milestones,,10,,,,,,,,,,http://milestonesrestaurants.com,,,,yes,,3,,,,Toronto,,,,,"Mo-We 11:00-00:00, Th-Fr 11:00-02:00, Sa 10:00-02:00, Su 10:00-00:00",,,+1-416-598-2800,,,,,,Dundas Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 star rating,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en:Milestones Grill and Bar,Q6851623,,,,,,,,,,,,,,,,,,,,,,,
-79.3804057,43.6565979,412680270,restaurant,Jack Astor's,Jack Astor's,,,,,,,,,,,,american,Q6111066,en:Jack Astor's Bar and Grill,yes,,+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3791705,43.6557332,5009720723,restaurant,Senator Restaurant,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3790608,43.6558131,2478517600,restaurant,Jazz Bistro,,251,,,,,,,,,,http://jazzbistro.ca,,,,no,no,,,,,Toronto,,M5B 1T8,,,,,,,,,,,,Victoria Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.379999,43.6565417,412328276,restaurant,Blaze Pizza,Blaze Pizza,10,,,,,,,,,,,pizza,Q23016666,en:Blaze Pizza,yes,yes,,,,,Toronto,,M5B 2G9,,no,"Su-Th 11:00-23:00; Fr,Sa 11:00-24:00",,no,,,yes,,,,Dundas Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.379843,43.6565902,2806439320,restaurant,Jack Astor's,Jack Astor's,,,,,,,,,,,,american,Q6111066,en:Jack Astor's Bar and Grill,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3783855,43.6560353,2674070158,restaurant,PomAnar Grill & Juicery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3775499,43.6562651,2684472462,restaurant,Hokkaido Ramen Santouka,,,,,,,,,,,,,japanese,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,There is one tall step in-which is bumpable in a manual wheelchair. Very good ramen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.376252,43.656771,412398380,restaurant,Goodview Chinese Restaurant,,,,,,,,,,,,,chinese,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3816519,43.6570698,2704152653,restaurant,Ugly Duk ling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3811301,43.6572722,6676216515,restaurant,Vegan Bear,,335,,,,,,,,,,,,,,,,,,,,Toronto,,,,,"Mo-Th 12:00-21:30; Fr 12:00-23:00; Sa 13:30-23:30; Su 13:30-21:30",,,+1-416-835-2086,,,,,,Yonge Street,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3816976,43.6577036,1385200686,restaurant,Salad King,,340,,,,,,,,,,http://saladking.com/,,,,yes,,2,,,,Toronto,,,,,,,,+1-416-593-0333,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3785078,43.657168,6676216514,restaurant,The Hummussiah,,113,,,,,,,,,,https://www.thehummussiah.com,international,,,,,,,,,Toronto,,M5B 1Y2,,,Mo-Sa 10:00-20:00,,,+1-647-505-4777,,,,,EAT@THEHUMMUSSIAH.COM,Bond Street,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3753257,43.6488983,281668457,restaurant,P.J. O'Brien Restaurant,,39,,,,,,,,,,,,,,no,no,,,,,Toronto,,,,,,,,+1-416-815-7562,,,,,,Colborne Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3750025,43.6489563,1677523358,restaurant,Woods,,45,,,,,,,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,Colborne Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3751323,43.6498738,1358383749,restaurant,St. Louis Bar & Grill,St. Louis Bar & Grill,92,,,,,,,,,,,chicken,Q65567668,,yes,yes,,,,,Toronto,,,,,,,,,,,,,,King Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3748549,43.6499338,1358383736,restaurant,Freshii,Freshii,,,,,,,,,,,,salad,Q5503051,en:Freshii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.374789,43.649008,1677537886,restaurant,Chadani,,51,,,,,,,,,,https://www.chadani.ca,indian,,,,,,,,,Toronto,,M5E 1E3,,,"Mo-Th,Su 11:30-22:00; Fr,Sa 11:30-23:00",,,+1-647-748-4090,,,,,,Colborne Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,
-79.3743445,43.6493288,6431769727,restaurant,Pi Co.,,60,,,,,,,,,,http://www.pi-co.ca/,pizza,,,,,,,,,,,M5E 0B7,,,"Mo-Su 11:00-22:00; Th-Sa 11:00-23:00",,,+1-416-546-6271,,,,,,Colborne Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3736883,43.6488188,412345283,restaurant,Hot House Restaurant & Bar,,35,,,,,,,,,,https://www.hothouserestaurant.com/,italian,,,limited,,,,,,Toronto,,M5E 1T3,,,,,,,,,,,,Church Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3745831,43.6499893,281668704,restaurant,Quesada Mexican Grill,,92,,,,,,,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,King Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.374089,43.649872,1512121564,restaurant,origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3738982,43.649906,1374135838,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3760841,43.6503523,1358383750,restaurant,Carisma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3760324,43.6502414,281668949,restaurant,Mercatto Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3761464,43.6504702,1512237416,restaurant,Don Alfonso 1890,,19,,,,,,,,building,,https://www.donalfonsotoronto.com/,,,,,,,,,,Toronto,,M5C 2R1,,,,,no,+1-416-214-5888,,no,,,,Toronto Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3761816,43.6507525,281669024,restaurant,Mirto Italian Restaurant,,25,,,,,,,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,Toronto Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.375843,43.65077,1677580848,restaurant,Nami Japanese Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3723453,43.6488318,380041145,restaurant,Paramount,,85,,,,,,,,,,,middle_eastern,,,yes,,,,,,Toronto,,,,,,,,,,,,,,Front Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3721364,43.6487145,2894368367,restaurant,Barsa,,26,,,,,,,,,,,tapas,,,,,,,,,Toronto,,,,,,,,,,,,,,Market Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3713051,43.6497545,412345966,restaurant,The Corner Place,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3723941,43.6502174,281665389,restaurant,Biagio Ristorante,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3719662,43.6511246,412347072,restaurant,Bombay Palace Haute Indian Cuisine,,65-69,,,,,,,,,,,indian,,,,,,,,,Toronto,,,,,,,,,,,,,,Jarvis Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3749039,43.6516199,3464418850,restaurant,Gyu-Kaku Japanese BBQ,,81,,,,,,,,,,https://www.gyu-kaku.com/toronto/,japanese,,,,,,,,,Toronto,,M5C 2G2,,,,,,+1-647-351-2378,,,,,,Church Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3754838,43.6521312,6294585292,restaurant,120 Diner,,120,,,,,,,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,Church Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3752239,43.6523701,3464412510,restaurant,Golden Thai,,105,,,,,,,,,,,thai,,,limited,,,,,,Toronto,,M5C 2G3,,,,,,,,yes,,,,Church Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3753597,43.6525931,6294585162,restaurant,Wild Wing,Wild Wing,,,,,,,,,,,,chicken,Q8000869,en:Wild Wing Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3756573,43.6533112,397237458,restaurant,Shawarma's King,,60,,,,,,,,,,,turkish,,,,,,,,,Toronto,,,,,,,,+1-416-591-9167,,,,,,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3753295,43.6533839,6294584962,restaurant,T.C.J. Restaurant,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3736533,43.6537375,412352938,restaurant,Buppha Thai Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3728358,43.6517637,3069541138,restaurant,Triple A Bar,,138,,,,,,,,,,http://tripleabar.ca/,,,,,,,,,,Toronto,,M5C 1K9,,,"Mo-Su 00:00-02:00,17:00-24:00",,,+1-416-850-2726,,,no,,info@tripleabar.ca,Adelaide Street East,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3725733,43.6524912,5051967121,restaurant,Mystic Muffin,,113,,,,,,,,,,http://www.mysticmuffin.ca/,,,,no,,,,,,Toronto,,,,,,,,+1-416-941-1474,,,,,,Jarvis Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.37068,43.6494385,2458621569,restaurant,Big Pita,,115,,,,,,,,,,,,,,yes,,,,,,Toronto,,M5E 1C4,,,,,,+1-416-306-0779,,,,,,Front Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3687241,43.6488421,1342957147,restaurant,Bellissimo,,,,,,,,,,,,,italian,,,limited,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3706647,43.650121,1005001369,restaurant,Cora,Cora,106,,,,,,,,,,,breakfast,Q2996960,en:Cora (restaurant),limited,,,,,,Toronto,,,,,,,,,,,,,,Front Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3701463,43.6507174,4315304474,restaurant,Gabby's,,189,,,,,,,,,,http://gabbys.ca,,,,,,,,,,Toronto,,M5A 1J5,,,,,,,,,,,,King Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.369943,43.6506945,4315307432,restaurant,Petit Dejeuner,,191,,,,,,,,,,http://www.petitdejeuner.ca,Belgian-Canadian,,,,,,,,,Toronto,,M5A 1J5,,,,,,,,,,,,King Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3697902,43.6508016,4315316389,restaurant,Hotspot Cafe,,,,,,201,,,,,,,,,,,,,,,,Toronto,,M5A 4M5,,,,,,+1-416-367-4925,,,,,,King Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.368189,43.650174,2011616042,restaurant,On the Rocks,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3692412,43.6509278,703690694,restaurant,The Chef's House,,,,,,,,,,,,http://www.thechefshouse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3690997,43.6509667,2968817518,restaurant,Patrician Grill,,219,,,,,,,,,,,breakfast,,,limited,,,,,,Toronto,,,,,,,,,,,,,,King Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
