X,Y,osm_id,amenity,addr:housenumber,name,brand,operator,shop,addr:housename,layer,sport,historic,building,website,cuisine,payment:mastercard,payment:american_express,capacity,addr:city,payment:cash,addr:postcode,description,outdoor_seating,opening_hours,payment:visa,delivery,phone,payment:debit_cards,takeaway,smoking,payment:credit_cards,email,addr:street,brand:wikidata,brand:wikipedia,llbo,addr:province,addr:country,contact:facebook,wheelchair:description,wheelchair,microbrewery,diet:vegan,diet:gluten_free,addr:unit,name:en,internet_access,diet:halal,Payments,year,name:ko,level,alt_name,internet_access:fee,drink,indoor_seating,name_1,catering,old_name,cuisine_1,cuisine_2,hst_number,payment:interac,payment:discover_card,facebook,name:ru,air_conditioning,diet,diet:vegetarian,addr:hamlet,short_name,dine_in,opendata:type,official_name,type,toilets:wheelchair,payment:bitcoin,diet:pescetarian,diet:meat,bar,stars,reservation,unit,addr:building,source_1,drive_through,gst_number,capacity:indoors,capacity:outdoors,not:name,addr:place,owner,stars:system,name:vi,stars:date,payment:coins,payment:coinkite,name:fr,url,fax,opening_hours:url,entrance,est_date,name:zh,max_occupancy,addr:subdistrict,toilets,toilets:access,wikipedia,wikidata,atm,vacant,floor,brewery,building:levels,wikipedia:en,start_date,store_ref,opening_hours:delivery,parking,store_name,opening_hours:signed,seating,barbecue,halal,int_name,designation,contact:yellowpages,payment:notes,contact:yelp,nudism
-79.4014834,43.6440094,5222522032,restaurant,627,Lavelle,,,,Lavelle,,,,,,french,,,,Toronto,,M5V 1M5,,,,,,+1-647-347-9353,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4009627,43.644109,5272760820,restaurant,617,My Meatball Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4005946,43.6442255,2611092413,restaurant,609,WVRST,,,,,,,,,https://wvrst.com/,sausage,,,,Toronto,,M5V 1M5,,,"Su-We 11:30-23:00; Th 11:30-24:00; Fr-Sa 11:30-01:00",,,+1-416-703-7775,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3996216,43.6443975,3587014126,restaurant,579,Sushi & Bento,,,,,,,,,http://sushinbento.com,korean,,,,Toronto,,M5V 1M1,,,,,,+1-416-506-0996,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sushi & Bento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3983167,43.6434843,6860947088,restaurant,488,Marben,,,,,,,,,http://www.marben.ca/,,,,,,,,,yes,,,,+1-416-979-1990,,,,,,Wellington Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4035926,43.6467897,6369142353,restaurant,167,Mean Bao,,,,,,,,,,"chinese;dim sum",,,,Toronto,,,,,,,,,,,,,,Bathurst Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4031939,43.6474862,5120634721,restaurant,558,Pat's Homestyle Jamaican Restaurant,,,,,,,,,,,,,,Toronto,,M5V 2B5,,,,,,+1-416-304-0767,,,,,,Queen Street West,,,,,,,"Small step, no button, no toilet",limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4030911,43.6475054,5120625024,restaurant,554,Gandhi,,,,,,,,,,,,,,,,,,,"Mo-Fr 11:00-20:00; Sa-Su closed",,,+1-416-504-8155,,,,,,Queen Street West,,,,,,,No washroom,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4024487,43.6473502,6483221077,restaurant,611,Osmow's,,,,,,,,,,mediterranean,,,,Toronto,,M5V 2B7,,,,,,,,,,,,Queen Street West,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4026344,43.6475908,6419992935,restaurant,538,The Dime Roadhouse,,,,,,,,,http://www.warehousegroup.ca/the-dime-on,,,,,,,,,,Mo-Su 11:00-02:00,,,+1-647-348-9080,,,,,,Queen Street West,,,,,,,,,,,,,The Dime on Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4025347,43.6476057,5294936559,restaurant,536,Away Kitchen and Cafe,,Tu-Su 11:00-22:00,,,,,,,http://www.awaykitchen.com/,,,,,Toronto,,M5V 2B5,,,,,,+1-416-519-3451,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,Away Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4010437,43.6476783,5398451045,restaurant,573,B.GOOD,,,,B.GOOD,,,,,https://www.bgood.ca/,,,,,Toronto,,M5V 2B6,,,,,,+1-416-703-7325,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.GOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4009601,43.6476917,6419859637,restaurant,571,Bar Altura,,,,,,,,,https://www.baraltura.com/,,,,,,,,,,,,,,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.401228,43.6478791,5120666421,restaurant,500,Chimac,,,,,,,,,http://www.chimac.ca/,,,,,Toronto,,M5V 2B3,,,,,,+1-647-350-7770,,,,,,Queen Street West,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4010605,43.6479076,5120616222,restaurant,494,I Love Sushi,,,,,,,,,http://www.ilovesushi.ca,,,,,Toronto,,,,,,,,+1-416-364-8833,,,,,,Queen Street West,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,3.2,,,,,,,,,,,,10 star rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4009864,43.647918,5120631022,restaurant,492,La Palette,,,,,,,,,https://www.lapalette.ca/,,,,,Toronto,,,,,,,,+1-416-929-4900,,,,,,Queen Street West,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4009277,43.6479326,5120625026,restaurant,490,Arepa Cafe,,,,,,,,,http://www.arepacafe.ca/,,,,,Toronto,,,,,,,,,,,,,,Queen Street West,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.399745,43.647833,1193713921,restaurant,537,Java House,,,,,,,,,http://www.javahouse.ca,,,,,,,,,yes,,,,+1-416-504-3025,,,,,,Queen Street West,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4003043,43.6480668,5120659722,restaurant,478,Saku,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,Queen Street West,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4001545,43.648094,3790946157,restaurant,472,BarChef,,,,,,,,,http://www.barchef.com/,,,,,Toronto,,,,,,,,,,,,,,Queen Street West,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3995577,43.648206,249295975,restaurant,458,Drom Taberna,,,,,,,,,https://www.dromtaberna.com/,,,,,Toronto,,M5V 2B4,,yes,,,,+1-647-748-2099,,,,,,Queen Street West,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3971479,43.6399131,3470622611,restaurant,92,Fort York Tavern,,,,,,,,,,,,,,,,,,yes,,,,+1-416-623-2323,,,,,,Fort York Boulevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3972398,43.6401329,4799707658,restaurant,88,The Morning After,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fort York Boulevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3967281,43.6399841,3358128075,restaurant,82,Hunters Landing,,,,,,,,,http://hunterslanding.ca,,,,,Toronto,,M5V 4A6,,yes,,,,,,,,,,Fort York Boulevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3968131,43.643826,5467711922,restaurant,432,Le Sélect Bistro,,,,,,,,,http://www.leselect.com/,,,,,Toronto,,M5V 1E3,,,,,,+1-416-596-6405,,,,,,Wellington Street West,,,,,,,StopGap ramp,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3973632,43.645138,4873121083,restaurant,522,Cibo,,,,,,,,,http://www.cibowinebar.com/cibo_ks/index_ks.html,italian,,,,Toronto,,M5V 1L7,,,"Su-We 11:30-23:00; Th 11:30-00:00; Fr-Sa 11:30-02:00",,,+1-416-504-3939,,,,,lora@cibowinebar.com,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-416-504-6262,http://www.cibowinebar.com/cibo_ks/resos.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3960349,43.644643,3337181356,restaurant,461,Brassaii,,,,,,,,,http://www.brassaii.com,mediterranean,,,,Toronto,,M5V 1K4,,,,,,+1-416-598-4730,,,no,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3961179,43.6451219,3229217219,restaurant,455,MARBL,,,,,,,,,http://marbltoronto.com/,,,,,,,,,,"Mo-Fr 16:00+; Sa-Su 11:30+",,,+1-416-979-2660,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3961396,43.6453893,2554589665,restaurant,480,Weslodge,,,,,,,,,,,,,,Toronto,,,,,"Mo-Sa 17:00+; Su 10:30-15:00,17:00+",,,,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3964113,43.6455424,2554589667,restaurant,478,Patria,,,,,,,,,,spanish,,,,Toronto,,,,,,,,,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3954568,43.6452491,6528691637,restaurant,433,Labora,,,,,,,,,,,,,,,,,,,,,,,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3951153,43.6449328,2628991272,restaurant,64,Bootleg Smokehouse,,,,,,,,,,,,,,Toronto,,M5V 2H8,,,,,,,,,,,,Spadina Avenue,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3934554,43.6456242,2611063038,restaurant,387,Thai Princess,,,,,,,,,http://www.thaiprincess.ca,thai,,,,Toronto,,M5V 1K1,,,"Mo-Th 11:30-15:00,17:00-22:00; Fr 11:30-15:00,17:00-23:00; Sa 17:00-23:00",,,+1-416-977-8222,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3980297,43.648291,6419730381,restaurant,485,Cacao 70,,,,,,,,,,dessert,,,,,,,,,,,,+1-647-345-5288,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,Cacao 70 Chocolate Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3981119,43.6485012,6336677660,restaurant,424,Parka Food Co,,,,,,,,,https://www.parkafoodco.com/,vegan,,,,,,,,,,,,,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3979838,43.648529,5462455521,restaurant,420,Pokito,,,,,,,,,,,,,,Toronto,,,,,"Mo-Sa 11:30-22:00; Su 12:00-21:00",,,+1-416-792-8808,,,,,,Queen Street West,,,,,,,StopGap ramp,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.397782,43.6485699,6419914091,restaurant,414,to-ne Sushi,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.397437,43.6484089,6419730375,restaurant,467,Ajisai,,,,,,,,,https://ajisai.ca/,japanese,,,,,,,,,,,,+1-416-603-3366,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.396262,43.647695,368384913,restaurant,140,Kupfert & Kim - Spadina,,,,,,,,,,,,,,Toronto,,,,no,,,yes,,,yes,no,,,Spadina Avenue,,,,,,,,yes,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3956532,43.6477079,2138426173,restaurant,141,Paramount,,,,,,,,,http://www.paramountfinefoods.com/,lebanese,,,,Toronto,,M5V 1X3,,,,,,+1-416-599-3300,,,,,,Spadina Avenue,,,,,,,StopGap ramp,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3958078,43.6481697,2611063039,restaurant,147,Fusaro's Kitchen,,,,,,,,,https://www.fusaros.com/,italian,,,,Toronto,,M5V 2L7,,yes,,,,+1-416-260-8414,,,,,,Spadina Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3958251,43.6482076,2611063040,restaurant,147,Jules Bistro,,,,,,,,,https://bistro-jules.com/,french,,,,Toronto,,M5V 2L7,,yes,Mo-Sa 11:30-22:30,,,+1-416-348-8886,,,,,,Spadina Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3959394,43.6485014,6182234486,restaurant,163,Alo,,,,,,,,,http://alorestaurant.com/,,,,,,,,,,,,,,,,,,,Spadina Avenue,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3959914,43.648537,6182234485,restaurant,163,Aloette,,,,,,,,,https://aloetterestaurant.com/,,,,,,,,,,,,,+1-416-260-3444,,,,,,Spadina Avenue,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3953877,43.6471332,3420803493,restaurant,119,Pamier Kabob,,,,,,,,,,afghani,,,30,Toronto,,,,,,,,+1-647-352-2623,,yes,,,,Spadina Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3936588,43.6463913,5054475321,restaurant,11,Khao San Road,,,,,,,,,http://www.khaosanroad.ca/,,,,,Toronto,,,,,,,,+1-647-352-5773,,,,,,Charlotte Street,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3951423,43.6481165,5718038223,restaurant,388,Burro Burrito,,,,,,,,,,,,,,Toronto,,M5V 3P1,,,,,,+1-647-349-6688,,,,,,Richmond Street West,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3951423,43.6481165,3368595238,restaurant,388,Buna's Kitchen,,,,,,,,,,,,,,Toronto,,M5V 3P1,,,,,,+1-647-344-8112,,yes,,,,Richmond Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3927771,43.6475125,4269198357,restaurant,101,Carver,,,,,,,,,http://eatcarver.com/,,,,,,,,,,,,,+1-647-748-1924,,,,,,Peter Street,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3906533,43.6434801,5051411221,restaurant,156,Joe Badali's Ristorante Italiano & Bar,,,,,,,,,http://www.joebadalis.com/,,,,,Toronto,,,,,,,,+1-416-977-3064,,,,,,Front Street West,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3921299,43.6451233,3191772161,restaurant,46,Walhburgers,,,,,,,,,http://wahlburgers.ca,burger,,,,Toronto,,M5V 1J6,,,"Mo-We 11:30-22:00, Th,Fr 11:30-24:00",,,+1-416-489-8922,,,,,,Blue Jays Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3917106,43.6450581,368385316,restaurant,37,Pizza Rustica Restaurant & Bar,,,,,,,,,http://www.pizzarustica.ca,pizza,,,,,,,,,,,,+1-416-260-0200,,,,,,Blue Jays Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3910439,43.6446533,767576931,restaurant,259,259 host ...a fine indian restaurant,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,Wellington Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3888142,43.6456499,3624191013,restaurant,200,Harvest Green,,,,,,,,,,,,,,Toronto,,M5V 3C7,,,Mo-Fr 07:00-16:00,,,+1-416-581-1397,,,,,,Wellington Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3907475,43.6462487,7037264752,restaurant,319,La Fenice,,,,,,,,,,,,,,,,,,,,,,,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3901402,43.6463518,3093355641,restaurant,297,Kit Kat Italian Bar & Grill,,,,,,,,,,italian,,,,Toronto,,,,,,,,,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3919228,43.6476139,1443601460,restaurant,322,Ravi Soup,,,,,,,,,http://ravisoup.com,,,,,Toronto,,M5V 1R1,,,,,,,,,,,,Adelaide Street West,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3906729,43.648583,5053637021,restaurant,132,Milestones,,,,,,,,,https://www.milestonesrestaurants.com/,,,,,Toronto,,,,,,,,+1-416-595-1990,,,,,,John Street,,,,,,,The entrance step can be avoided by entering through the patio.,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3897669,43.6462378,4328046690,restaurant,287,Aroma Fine Indian Cuisine,,,,,,,,,,indian,yes,,,,,,,,,yes,,,,,,,,King Street West,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3883087,43.6470077,766938631,restaurant,276,Dentsu,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.388714,43.6478355,3093354088,restaurant,18,Pai Northern Thai,,,,,,,,,,,,,,Toronto,,M5H 3G8,,,,,,,,,,,,Duncan Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3892448,43.6482395,6415420661,restaurant,254,Urawa,,,,,,,,,http://www.urawasushi.ca/,japanese,,,,,,,,,,,,+1-647-797-2032,,,,,,Adelaide Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3883322,43.6483865,6415420664,restaurant,236,Yuzu No Hana,,,,,,,,,http://www.yuzunohana.ca/,sushi,,,,,,,,,,,,+1-416-205-9808,,,,,,Adelaide Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3881921,43.6484262,5854906264,restaurant,230,Copacabana,,,,,,,,,https://www.thecopa.ca/,,,,,,,,,,,,,,,,,,,Adelaide Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4089471,43.6515753,5723226427,restaurant,823,Jack and Lil's,,,,,,,,,http://www.jackandlils.com,,,,,Toronto,,M6J 1V4,,,,,,+1-647-347-5459,,,,,,Dundas Street West,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4089645,43.6518402,5723638621,restaurant,814,Oxtail Pho - Banh Mi & Vegetarian,,,,,,,,,https://www.oxtail-pho.com/,,,,,Toronto,,M6J 1V3,,,,,,+1-416-537-0188,,,,,,Dundas Street West,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4083757,43.6519542,5723568721,restaurant,800,Old School,,,,,,,,,https://www.oldschoolyyz.com,,,,,Toronto,,M6J 1V1,,,,,,+1-416-815-8790,,,,,,Dundas Street West,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4081894,43.6519848,5723671021,restaurant,794,Patois,,,,,,,,,http://www.patoistoronto.com,,,,,Toronto,,M6J 1V1,,,,,,+1-647-350-8999,,,,,,Dundas Street West,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
